Study_Hours,Attendance,Extracurricular,Past_Score,Final_Score
5,54,No,82,69.48150584841714
12,65,Yes,79,113.19521955572618
11,81,Yes,71,112.69214641186603
1,76,No,51,48.867772027065215
6,67,Yes,76,79.58934414849259
8,73,Yes,83,91.90233260901363
12,60,Yes,70,110.75913977184118
3,50,No,56,52.5432066353502
7,78,Yes,80,90.74497226730676
2,74,Yes,80,59.282720792865554
11,80,Yes,58,101.72134949382405
7,75,No,62,84.13706288516889
5,62,Yes,86,75.91912425787282
4,68,No,78,74.81812366232418
3,100,Yes,53,70.61580687795933
6,61,No,54,69.95149848230761
8,50,Yes,88,92.60207164509507
2,73,Yes,76,63.10405060618796
3,54,Yes,63,58.03315542125567
6,80,No,82,84.01275615791768
1,75,No,57,52.678076996047864
8,54,No,79,85.42435275204144
5,87,Yes,72,82.82702660634506
9,77,Yes,62,92.18052168877755
2,60,No,50,45.24535551624261
7,80,No,77,88.0618324417792
1,55,No,58,42.31523467336156
4,75,Yes,56,68.71942083059899
9,94,Yes,53,98.02536243261731
4,81,No,67,69.62582808534846
6,50,No,88,78.93697863465607
10,92,No,56,95.4382104397028
9,89,Yes,66,98.91469389728863
12,66,No,60,102.42509874857993
9,61,No,88,99.30287004925735
6,57,No,80,79.28235181510988
5,69,Yes,78,73.60719491435819
11,84,No,76,109.40522407615772
10,74,No,52,96.21995241570191
6,74,Yes,79,79.58150675837774
9,98,Yes,89,112.05635094954414
5,54,Yes,89,81.54136744993579
3,61,No,64,59.8597308919258
2,66,Yes,82,61.18500203368811
10,94,No,83,107.80052946212405
8,94,Yes,89,107.95852906729665
2,57,No,67,58.08990093358
3,80,No,60,59.85141339027397
6,73,No,78,82.5839345087603
4,92,Yes,58,75.23844983825701
2,67,Yes,66,55.827333135024716
8,99,No,87,103.51405872530562
8,99,No,86,104.83262553952643
4,81,Yes,56,68.15835712307478
6,71,No,80,83.60784675513564
8,86,Yes,89,100.0471014718919
2,100,No,88,74.67275646552336
4,76,No,72,71.40059217325407
9,52,No,81,95.83183684062499
2,99,No,64,62.94233786865009
3,86,Yes,77,72.58970399709764
6,98,Yes,57,79.35138651621303
12,65,No,65,100.60428609064775
8,97,No,76,96.93975655585035
10,86,No,75,104.62635071256716
11,50,No,77,103.44733173698026
6,56,No,72,79.53210252096359
7,71,No,80,91.53628447434056
7,60,No,80,88.69456100898887
3,94,No,81,77.92467935970032
3,85,Yes,55,66.21498888816095
9,93,Yes,86,109.05972512003072
6,74,No,79,79.79119697167347
10,68,Yes,71,101.28725329396299
5,64,No,67,69.53249228090954
1,56,Yes,66,46.6046117262419
8,62,Yes,63,88.68578050217374
12,63,No,67,101.15713019394236
3,82,No,78,66.24370780137593
8,51,No,65,84.84974853004645
4,59,Yes,55,57.29370758415763
7,50,No,59,69.46076240678529
7,51,Yes,89,82.85986431959691
1,85,Yes,53,53.41038671522965
2,80,Yes,73,64.45172688397385
11,81,No,57,100.67085002150287
4,74,Yes,58,68.69999771092841
9,74,Yes,61,86.67269930775957
3,87,No,63,64.41653759308014
5,71,No,82,80.40246366869209
12,52,No,74,109.18675519842931
12,57,No,66,103.63893671075357
9,88,No,61,100.45215745224849
3,85,Yes,85,72.94500861071609
1,65,No,62,53.80579933449694
7,75,Yes,52,77.17483820161047
9,100,Yes,85,104.94682135983396
5,100,Yes,84,86.93002550364099
11,89,Yes,90,119.23920641312678
4,98,Yes,75,78.45579107923179
1,50,Yes,86,51.07232568567004
1,97,Yes,57,60.04092894570611
2,79,No,53,56.229721471763476
3,86,Yes,67,65.19986066459273
3,53,Yes,53,47.34020480929722
11,87,No,76,113.42144623755208
8,78,Yes,88,102.14042135244036
1,66,No,89,61.21182327499411
10,87,Yes,80,109.68768572406148
4,75,Yes,61,62.83545815175022
2,55,No,69,53.98868447322946
1,60,Yes,85,54.60919372133703
6,59,No,73,78.62563675849586
2,77,No,53,57.22010954649606
4,52,No,87,66.01307533162392
5,85,Yes,77,81.56999769027514
11,75,No,65,101.23725373344448
7,98,No,77,99.25831609014202
2,76,No,89,67.42518023644745
5,62,No,89,81.96817833327093
4,84,Yes,69,73.50459032890961
8,58,Yes,90,91.89518609929722
3,86,Yes,90,78.58054166931583
9,92,Yes,65,100.61383296456395
5,64,No,59,64.987564225232
4,52,No,51,53.85271036185702
4,68,No,61,69.23282995600759
6,53,Yes,72,78.55105324651659
1,91,Yes,83,60.90447135092435
5,94,No,81,85.11982168976108
11,91,No,73,107.51268434698915
8,88,No,62,94.51214082931666
2,98,Yes,75,73.84724987984067
2,81,Yes,63,63.16170275893755
6,99,No,74,90.80489772194491
5,88,Yes,76,82.32770988570239
2,50,No,61,51.45159132442954
2,58,Yes,83,56.91559659027618
3,68,Yes,78,68.20635035141908
8,76,No,66,86.47248952783485
8,70,No,56,84.69397330310912
1,89,Yes,57,54.818451593114034
12,68,No,59,102.52475017289062
5,63,No,84,73.22069151434998
12,70,No,54,105.99228238215396
1,64,Yes,56,50.78649690737963
2,66,No,85,68.78497057473669
3,58,No,56,58.86801580803213
11,86,Yes,82,117.49531891646204
11,85,No,67,105.63245693814537
6,93,No,78,93.70111508505359
7,65,Yes,63,75.92252252703442
12,96,Yes,62,117.72329126804449
3,98,Yes,54,70.18305718271021
4,94,Yes,89,79.57612732747106
2,73,Yes,83,62.84305870444585
8,66,Yes,75,91.28300638841468
1,52,No,88,60.29449768274036
12,88,No,73,117.35836338153635
1,81,No,85,60.67076344165053
8,82,No,64,88.83863737892327
11,52,No,78,100.50293718811098
2,97,Yes,81,70.26652076146706
9,86,Yes,73,97.48276315432747
5,71,Yes,50,64.07124894963022
12,81,No,63,110.06991857937837
4,89,No,63,74.25846273873525
11,72,Yes,57,103.16855142773912
11,53,No,73,95.43431121171803
1,84,No,55,55.371958379480745
5,74,Yes,63,75.485882018152
12,71,Yes,56,99.55074605221286
8,91,No,64,92.9810111918402
9,82,Yes,66,93.686117751693
11,73,No,50,92.49382146901308
9,89,Yes,54,91.24675266196121
11,68,No,90,110.66579396885264
7,51,No,86,79.85817864813396
7,100,Yes,69,92.56324618951565
4,77,No,64,64.52794864086104
9,99,Yes,55,94.62846851794161
6,73,Yes,86,89.0817044247372
1,55,No,82,54.77099445140014
4,95,No,71,76.65156122489053
9,71,Yes,65,95.86167099087972
8,70,No,52,84.19770322551769
4,92,Yes,73,79.28729314045081
5,82,No,63,73.39412941148304
10,61,No,70,95.98112453677795
8,79,No,78,90.10766161582369
7,93,Yes,79,96.54200998373676
10,63,Yes,86,100.24658232859147
9,70,No,85,100.8731435760645
6,56,Yes,67,76.52237070034695
4,85,Yes,78,76.41915709549548
11,82,Yes,55,103.11062014873495
8,89,No,72,92.37352669961828
4,79,No,87,78.17485538471261
2,85,Yes,81,72.53644757844033
3,85,No,50,65.33380244191163
6,96,No,65,87.00179747357791
6,59,No,50,70.68715110734433
6,89,Yes,54,78.3307296142294
5,67,No,61,73.49782202141307
12,65,Yes,88,112.76952587784707
10,98,Yes,79,115.45017155167602
9,98,Yes,81,110.394839481269
11,86,Yes,90,121.29811788870346
10,95,Yes,71,108.92404292778403
1,79,Yes,80,61.957695050336085
2,93,Yes,88,70.88948166922317
8,74,Yes,57,83.69660004369257
10,64,No,66,96.66827880165971
6,71,No,76,82.64519236190978
11,74,Yes,54,100.41274950167357
10,97,No,65,102.63898788749643
1,73,Yes,65,57.68247279071664
8,73,No,86,101.26064181632813
8,98,Yes,79,103.1703409545101
1,66,Yes,77,54.52627521681311
10,63,No,56,87.70226203176152
3,90,Yes,76,74.64324500560646
8,84,No,66,92.53385853391273
5,81,No,67,71.87737526547934
7,84,No,66,83.05935517370908
9,74,Yes,75,92.72573280418283
2,66,Yes,53,52.012979157528214
8,68,No,54,83.27398661466071
3,99,No,85,76.4291579245945
2,64,Yes,58,55.535136678654595
10,56,Yes,71,98.0262396983638
8,52,No,51,78.8358864955538
11,51,No,63,90.51586392764331
1,63,No,62,46.62484793893563
2,69,No,62,52.14593227046079
8,92,Yes,72,94.70865941693273
7,86,Yes,70,92.30606913681554
7,88,No,62,86.04464399721859
1,79,Yes,51,49.80993564508499
12,82,No,64,106.64508295616686
5,53,No,55,66.648782559674
7,51,Yes,73,77.76774586568108
7,65,No,85,84.05384804232821
9,53,Yes,51,79.0708915697327
5,60,No,52,63.81350622165215
8,52,Yes,52,71.90387687785476
5,84,No,89,86.70786461062653
1,86,No,79,60.89344186392722
8,78,Yes,79,99.77164262894277
9,60,No,59,88.79858263257628
1,88,Yes,86,66.1464713158071
12,90,No,71,112.51861262725171
12,80,No,87,114.84524717905924
12,75,No,57,107.56815195148907
1,81,Yes,75,62.18315865936992
8,98,Yes,75,95.73183190523342
6,92,No,87,89.06420117781364
6,85,No,90,86.91766505788156
5,67,Yes,62,65.56609844160434
6,64,Yes,83,78.7708484889882
12,72,Yes,67,108.61074900684159
11,76,No,58,102.274767306496
7,92,Yes,73,95.93537949426003
5,86,Yes,67,72.94253650801454
1,82,No,57,55.26653714547936
6,55,Yes,84,76.64669336478309
6,69,Yes,61,70.44027750926368
2,54,No,76,56.58295708460969
3,55,No,68,58.26282391298258
8,70,Yes,55,81.08834179634486
10,66,No,80,100.02603574261062
11,68,Yes,83,113.0923200376425
10,63,No,68,92.52304758958859
11,90,Yes,57,106.3032467073999
12,90,Yes,77,120.55785797404519
9,64,No,83,95.04777150180223
7,56,No,90,88.47350683715342
2,87,Yes,70,64.00023448907235
9,72,Yes,62,93.17806833945804
10,99,Yes,82,112.60206125054779
1,100,Yes,61,57.97550048956638
10,93,Yes,55,95.74609587550403
1,81,Yes,55,52.19523047094347
4,66,No,67,70.90773349144823
6,72,Yes,75,85.02032888578628
11,64,Yes,90,114.8564320541148
9,92,No,61,93.46804902326991
2,59,No,78,62.32420422186303
1,78,No,57,47.211485504234446
6,58,No,74,79.19356640103501
10,96,Yes,69,111.38069463988595
11,64,Yes,86,103.99588533750091
11,61,Yes,62,95.8861732302915
4,94,No,60,70.32022279850602
10,78,Yes,88,107.15841266336786
9,56,No,64,88.87018963373406
5,76,No,83,78.77132363002687
5,78,Yes,84,78.74962322090948
11,67,No,58,93.59723321100073
10,57,Yes,81,100.82413076213693
4,91,No,57,74.91214569493567
7,85,No,66,82.41477626038292
9,75,Yes,67,91.2497164918426
6,53,No,76,76.06005736580842
10,52,Yes,68,89.9391545801406
12,56,No,68,106.69499204140294
4,67,Yes,89,77.83483835365274
4,62,Yes,52,56.11266415576967
4,64,Yes,77,72.75917900629632
6,89,Yes,66,83.66924708132808
11,63,Yes,51,96.95901141645304
9,61,Yes,89,100.70587912745393
1,76,No,54,45.66086210239385
2,80,Yes,70,63.781399278951476
3,66,Yes,74,60.99138322861046
10,68,Yes,51,94.72201127809119
3,64,Yes,67,59.56791178908382
7,93,Yes,61,82.94526756784903
1,82,No,85,61.24818493120156
1,77,Yes,81,56.09292033178512
1,91,No,67,56.44120239099414
1,94,No,59,54.59039499423912
3,78,Yes,83,70.72135561107936
2,83,No,70,66.9913474653007
12,92,No,76,113.85897556666585
5,83,Yes,54,71.99838070317874
9,66,Yes,51,81.2657275617056
1,71,Yes,52,45.33378722095026
12,88,No,85,115.9906055961417
11,50,No,50,86.24791880898314
2,77,No,70,60.33697106335447
8,99,Yes,80,103.73995253389259
12,55,Yes,79,105.15148634180974
3,94,No,68,65.63604171036127
12,94,No,57,110.25990324384972
2,95,No,81,72.62833418110465
9,69,No,79,102.23215229496195
9,99,No,85,106.22674292589959
10,77,No,59,94.87530206042629
11,94,No,55,108.04152307464338
3,76,No,81,72.56522530133805
11,84,No,84,114.50514554956992
9,80,No,77,97.10687696343335
3,99,Yes,75,75.01804993853906
3,86,No,65,66.24257929818886
11,100,Yes,81,115.49662525383343
12,65,Yes,83,115.25364105725662
7,52,Yes,79,86.6096015983811
5,61,No,50,61.55470434182021
7,88,No,89,96.72664682935151
8,73,No,75,89.14170675708402
1,58,No,83,52.77716570339774
11,90,Yes,72,113.99202709097007
9,53,Yes,66,89.3271728770916
4,69,Yes,87,79.29955047189641
7,81,No,77,89.68120022067737
9,100,No,86,106.01781426014378
9,68,Yes,60,94.02047625151089
7,78,Yes,71,89.61437152428789
1,90,Yes,88,67.57842812342714
7,97,No,59,92.47186272475035
2,99,Yes,50,61.457768942867354
10,80,Yes,84,110.33852423204165
8,70,Yes,80,92.56525261862028
8,66,Yes,86,96.63073218076218
9,70,No,84,96.75900647284777
12,52,No,62,104.57181882822097
4,74,Yes,89,77.11088257014654
2,93,No,67,66.98965558573272
5,71,No,53,66.42942029085874
3,74,No,67,64.31015965678415
12,87,Yes,75,118.31680383671024
8,72,No,70,87.57328456184304
11,61,No,54,92.99563343756147
3,67,Yes,54,53.105136018358195
6,53,No,50,69.67768802991787
7,97,Yes,64,87.54510438301986
6,53,No,74,78.65017928272647
7,92,Yes,90,95.18230004086271
7,94,Yes,50,88.04777747115236
9,52,Yes,60,88.177523636286
4,95,Yes,82,85.00864907588107
9,55,Yes,82,97.0314680157033
6,62,No,69,78.51272317094876
8,63,Yes,62,78.93250505963996
2,55,No,53,49.068955903160806
1,90,Yes,57,53.46531223246181
11,54,No,73,104.29226861912638
7,72,Yes,50,78.83353629280016
1,53,No,71,49.82467906909113
7,84,Yes,55,83.52357399355058
9,96,No,57,91.87405935750465
1,53,Yes,80,52.791801369259794
4,50,No,72,66.3884436471407
9,92,Yes,62,98.66609860688214
2,63,Yes,66,59.23939804392502
4,60,Yes,83,71.24264132531607
11,52,No,79,105.88225323263549
10,91,No,70,105.38388499397256
12,96,No,70,115.40790805060111
1,63,Yes,84,60.786191584036956
6,61,Yes,69,75.32692758570272
12,53,No,73,104.26191149232551
11,81,No,74,111.28510813830485
1,69,No,67,47.72298345551766
11,97,Yes,57,103.99242029617501
11,79,Yes,73,111.19993984876645
10,92,Yes,89,114.69707341578383
9,98,Yes,84,108.2307945036478
11,59,Yes,87,107.44660119652099
5,78,No,73,75.05778154526435
5,75,Yes,57,74.51620548478813
5,76,Yes,83,84.10837827567316
6,67,Yes,78,85.29439266681389
10,99,No,50,97.58410770368089
2,100,Yes,69,69.33486715741873
4,86,No,83,82.35125885719557
6,68,Yes,68,82.56804223093233
4,91,Yes,57,68.02222872632804
3,77,Yes,90,73.4988268812443
4,79,Yes,77,77.78391261513285
5,61,Yes,69,72.74349829331324
6,52,No,72,77.69623228138502
7,56,Yes,61,77.2614898766277
9,97,No,66,97.16902620996164
5,93,Yes,73,77.20130917652739
7,80,No,67,90.00001918316939
7,71,No,78,92.10266313408991
1,78,Yes,89,64.60335344714446
9,50,Yes,62,88.59541184411562
12,66,Yes,72,111.07968063151489
7,75,Yes,85,94.57604103505366
3,99,No,64,74.75027302248205
5,52,No,86,78.03994402631922
4,62,No,50,63.26265091459901
2,66,Yes,80,58.14952153434158
12,67,Yes,67,111.86227465423374
3,95,No,58,70.27090867671109
11,81,No,84,113.70403719604809
11,95,No,71,111.20638165217822
9,86,Yes,84,108.2676803206746
5,64,Yes,66,67.88586020779387
4,67,Yes,50,63.206858624762724
9,56,No,86,100.43421042216575
4,55,Yes,63,61.43343289125715
3,99,Yes,56,69.104397219262
9,94,Yes,84,108.85856478294696
4,50,No,66,64.36645025994514
9,93,Yes,74,100.37420660494807
6,87,No,90,89.84366545670872
11,83,No,68,103.72871166723104
7,95,No,51,85.37905716133015
12,85,No,89,121.41585303147608
6,63,No,88,87.0170260766351
8,99,Yes,60,96.01737942187142
12,97,Yes,89,122.97086918991931
1,59,Yes,63,46.50036805859056
9,55,No,50,81.9897412757535
9,86,No,87,105.65871307175574
9,68,Yes,56,89.67540454028718
9,82,Yes,86,100.53955159740073
2,62,Yes,73,53.19872102755744
1,96,No,55,52.78493616334626
4,83,No,86,76.6187257748976
9,93,No,70,100.25645527977733
8,68,No,87,90.55133257574434
2,54,Yes,90,58.55340388103429
1,99,Yes,69,58.16117688766057
7,99,Yes,71,88.44799968194253
4,60,Yes,50,62.59666096380606
2,99,No,63,67.19125140717738
6,57,No,51,68.17484333468069
12,78,Yes,90,114.61884144899317
10,56,No,87,100.69346842505409
10,76,No,74,98.41728119860454
6,86,No,65,78.66350218715496
11,97,No,78,115.01435106274062
9,57,Yes,90,97.89126235634563
4,69,Yes,56,61.30216900809711
6,98,Yes,66,81.16247588198495
1,63,Yes,56,49.54038822865386
1,82,No,77,62.734276056898075
1,95,No,79,63.91795369677399
2,80,No,90,69.5936940428464
4,55,Yes,80,65.74927081622339
1,66,Yes,65,52.82451712556187
11,73,Yes,73,101.84140095215317
9,82,Yes,77,101.1261567194929
1,55,No,63,41.73661407287588
12,62,No,90,111.69794715691253
1,80,Yes,70,57.465706169245536
6,100,Yes,90,94.28346199717002
6,76,No,60,71.91625366754224
2,56,Yes,90,66.66611568198051
7,68,No,83,85.33998593269651
3,81,Yes,51,64.12701912547708
10,100,Yes,78,112.61599536971846
12,76,Yes,79,118.5357123151624
12,55,No,59,97.78226624237526
6,89,Yes,87,90.59120501650466
2,60,No,55,47.00086666547058
4,51,No,62,58.55486539115036
3,54,No,60,59.21596492836528
11,71,Yes,52,92.51957594192825
5,91,No,88,86.09703910414487
2,53,Yes,59,47.85966201822997
12,63,No,78,107.89627445478105
3,63,No,64,61.80175961143554
8,100,No,66,91.90910859677457
1,98,No,83,67.94549034155423
4,100,No,52,66.38634761827029
6,57,No,65,75.93264042289952
6,60,Yes,71,72.8519530912348
10,88,No,80,103.81840109106211
12,61,No,57,100.7775535551045
7,92,Yes,67,90.08475646086816
10,96,Yes,85,117.56092686686765
10,70,Yes,63,99.91342826288908
12,97,No,90,124.34001127639854
7,78,No,66,84.48705995405466
3,69,Yes,66,62.524074018550536
10,82,No,73,106.57200618330087
3,52,Yes,50,48.770298250371454
11,52,Yes,52,91.54583373419997
2,85,No,57,54.46821976200282
12,65,No,84,117.1800799660162
2,51,Yes,72,58.55357836357929
5,80,No,55,68.37261022641391
4,81,Yes,60,71.25729212325162
2,69,No,75,59.37084952047188
1,74,No,65,52.893817034437454
12,99,No,57,113.74653288577693
3,98,Yes,52,62.00814409550362
7,89,Yes,87,99.9620889372266
8,91,Yes,57,91.24066571115091
1,56,No,54,38.944629454856454
1,87,Yes,79,67.15938561769943
3,78,No,50,57.8571437759205
9,74,Yes,69,95.68911769573384
12,70,No,59,105.62713830975288
7,84,No,54,79.80868688500732
2,63,Yes,71,57.591851395324184
7,64,No,74,80.46832962028488
8,89,No,71,93.32706538154353
7,74,Yes,76,85.76872455707174
2,81,No,68,63.114777602567166
12,71,No,86,118.14230913918784
12,64,Yes,55,96.3500927949507
2,69,No,77,57.033705694432385
4,72,No,69,67.39240062143811
12,57,Yes,60,99.83694000925746
3,62,Yes,81,63.332626632510696
1,88,No,57,55.18664591108607
9,65,Yes,69,94.1549185370309
3,58,No,64,59.94521050680952
7,83,Yes,66,89.46848383306036
6,54,Yes,77,73.83070363921357
5,50,Yes,53,59.67460361772114
9,52,Yes,56,83.09622319525573
8,86,No,67,88.49079582692401
3,92,No,78,75.47078779599117
4,79,Yes,57,62.793118992837286
12,96,No,58,115.87736155379255
2,50,Yes,66,49.27876530805791
11,83,Yes,56,105.02741192296043
5,51,Yes,74,66.57057168183314
6,50,No,67,67.12378699422823
8,94,Yes,66,96.19467387617202
11,80,No,84,113.1472385317753
10,58,Yes,68,98.42383495571424
7,97,No,89,98.06050356733984
7,70,Yes,86,89.11795354220934
8,66,Yes,75,92.20265888589503
4,73,Yes,55,61.61141450579096
10,51,Yes,82,100.53810127169739
7,59,Yes,76,83.3304667122233
7,84,No,63,81.34891184331521
4,54,Yes,66,66.48812871370457
1,85,No,86,66.41314165113708
11,66,Yes,58,94.52942477228463
12,79,No,74,117.30090955858878
2,96,Yes,79,75.03958492354806
5,80,Yes,75,81.96412551599829
6,65,No,57,70.52157437592662
9,91,Yes,75,104.6437473031462
4,54,No,81,69.2195139717386
8,76,No,89,94.5680295544175
1,64,No,70,51.086048955326724
1,61,Yes,81,56.9604543015466
5,86,Yes,89,83.01051721928367
6,68,No,52,75.99397103012774
2,71,Yes,80,67.54611032381834
3,59,Yes,59,57.035697233973075
11,56,No,66,97.30216849445802
8,80,No,57,84.14782922255989
11,67,Yes,77,102.44101784702116
11,80,No,57,97.70004189304603
9,81,Yes,84,102.20253484821198
2,70,Yes,53,54.890230956002625
4,87,Yes,54,64.92430646170757
8,93,Yes,85,98.10059863657926
12,73,Yes,85,111.01175688682467
5,83,Yes,75,75.26444521255748
1,96,No,80,70.36264549826488
4,65,No,59,62.97483468173294
2,78,Yes,64,58.39589980435053
4,77,Yes,77,72.80315277096167
11,60,Yes,67,104.48483245528904
10,73,No,90,112.1798672549605
11,80,Yes,69,105.45129404530806
12,74,Yes,58,104.21711605134809
9,96,No,74,105.4362976313718
8,94,Yes,77,94.64479782027897
5,90,No,90,90.50214844460352
3,100,Yes,66,68.87535313653389
10,81,No,65,96.85369109771491
9,71,No,89,98.91139995716951
10,96,No,85,109.03492101790752
4,61,No,58,57.98567218492912
1,61,No,83,52.70947583406484
10,58,No,68,91.15879620679452
7,71,Yes,74,83.24852646331911
8,56,Yes,58,78.24205094467167
5,76,No,64,74.58255676406681
10,63,No,50,86.64515289783488
8,54,No,62,79.08214963621272
10,81,No,86,104.87043770385142
4,65,Yes,60,65.9223362059234
6,88,Yes,62,81.96896703721822
4,96,Yes,71,76.67270363363922
3,87,No,69,71.06963273326225
8,78,No,74,90.36063839270454
9,62,Yes,82,95.1583159872368
7,70,No,72,82.90037243606447
5,88,No,51,76.17457412390473
2,53,Yes,88,59.66750905563256
12,99,Yes,81,118.8538907714503
11,61,No,82,102.808580998154
7,67,No,81,84.3124800031267
11,82,Yes,54,104.49072787983103
5,98,No,88,88.79881477849402
8,77,Yes,51,82.28206043770936
10,78,Yes,89,108.56609837009368
8,89,Yes,79,101.68824839561951
1,99,Yes,85,68.80611662725356
8,58,Yes,80,93.33804283532037
11,90,No,72,114.70742004045863
8,66,No,73,87.53974112614695
6,51,No,53,67.70951768962695
9,58,No,61,82.1954401359172
10,89,No,73,108.1437110348785
11,67,No,59,99.70838380932076
8,85,Yes,83,93.84977246656297
11,92,Yes,69,112.82978848497832
8,88,No,75,92.79066094988056
5,93,Yes,58,75.79602392274579
11,99,Yes,59,109.58503441630624
3,88,Yes,60,69.71518383098078
8,86,No,56,89.82008493075898
11,65,No,60,94.47242684277903
7,92,No,85,99.10971741245442
1,55,No,68,45.11587812610695
2,94,No,50,56.374759269206244
11,68,No,56,95.5941543224106
5,60,No,53,62.99416933381408
1,57,No,72,53.33167245330356
3,63,Yes,69,63.13395457300233
7,97,No,88,95.76410511608564
12,65,Yes,86,117.34698606409887
2,64,No,53,52.45214186226853
9,93,Yes,89,106.76879754833676
3,97,No,87,79.0079292690466
9,99,Yes,74,105.45153605700308
8,80,No,80,99.9763464900624
3,52,No,72,54.91764394138478
8,54,Yes,59,83.59426049281561
10,94,Yes,77,110.47096145396074
2,86,Yes,84,70.14855593730293
6,81,Yes,60,79.99175997006041
2,70,No,69,58.36153021527527
4,89,No,56,73.5196113761066
8,50,No,67,86.38736929433479
1,74,Yes,62,51.96278158635549
8,83,Yes,64,87.50589926390039
